,name,date,rating,text
18,dennis,"April 10, 2023",5.0,My brother and sister said they didn't like it.Well my sister actually tried it.my brother just said it sounded gross.Heck I mixed dr pepper cream soda with the mango Pepsi and heck I didn't even think that sounded gross by any means yet it definitely sounds more gross then mango Pepsi.I truthfully think I found the pepsi I prefer and it would be the new mango Pepsi.Whats odd is that I tried mango Pepsi in a can and also the plastic bottle and I normally prefer the plastic bottles cause it usually has a better fizz to the soda in the 16.9 plastic bottle but with the mango Pepsi I truthfully prefer the cans.kind of odd but yes I actually think the mango Pepsi is pretty darn good
19,Trashman,"November 8, 2023",5.0,Everyone in my family like Pepsi 0.There are four diabetics in our house and Pepsi 0 is our first choice.
20,PD-68,"September 11, 2023",5.0,One good thing about drinking from the mini cans is controlling the intake of soda. Pepsi mini cans are also a lot cheaper than mini plastic bottles and better for recycling.  It still has the same Pepsi taste and the size cold help you stash more in a small ice chest.
21,Ruperta,"December 3, 2023",5.0,Very satisfy
22,no name should be private,"November 4, 2023",5.0,Tastes better than the ones with sugar .... sugar is bad for humans!
23,Nicole,"November 21, 2023",5.0,ᑭᙓᑭSI IS ᙏY ᖴᗩᐯ
24,Mr. Campbell,"July 13, 2022",4.0,"It’s soda.. people know what Pepsi is and really don’t need a review for Pepsi. But for price and amount of cans is fine I guess. America is corrupt anyway. 24 ounce of Pepsi costs more than a 2 liter of Pepsi of the same flavor. So spend less to drink more soda? Or get a case and try to have more self control with each can. If your teeth get messed up from drinking soda just remember Pepsi doesn’t care !! They got your money and that’s all that matters to them.If you do want to choose to drink soda, space it out and think of it as a treat. Not a everyday drink!! Soda shouldn’t be consumed more than twice a week at the most! You only get one body, treat it well! Kidney stones and more is something you don’t want later on in life!! Be smart and respect the body you were assigned to!!"
25,Jessica McMullen,"November 9, 2023",5.0,Great zero sugar soda.
26,Amazon Customer,"September 18, 2023",5.0,"I wish more care was taken so cans won't arrive damaged, but am glad they arrive in a timely manner."
27,Texas Family,"October 18, 2023",5.0,Never a disappointment!
28,Bobbie B.,"October 17, 2023",5.0,No dislikes 💯
29,Melody Johnson,"September 18, 2023",5.0,Arrived fast and day early-- love when that happens.
30,Sharon Lynn Ford,"October 12, 2023",5.0,Yumm
31,LynnZ.,"August 3, 2023",5.0,I really like these new Zero Sugar sodas as opposed to the former “diet” sodas.  These are cleaner tasting and don’t leave any off-taste after drinking.
32,Amazon customer ,"July 31, 2023",5.0,Love these cans cold from the fridge! They are great 😊 when I get a chance to try them! Will definitely purchase them again!
33,KA LaMesa,"July 22, 2023",5.0,loved the more compact packaging - Can you put the whole box in the refrigerator that uses horizontal and vertical space better than the longer narrow boxes
34,Tristan Robinson,"May 19, 2023",4.0,"It was delicious, but man I wish these came in bigger sizes"
35,Eric ,"August 25, 2023",5.0,If you don’t know what Cherry Pepsi is I can’t help you
36,max garcia,"September 22, 2023",5.0,mmmmmm pepsi
37,JR,"July 27, 2023",5.0,No early expiration date and tastes exactly like Pepsi should. No big surprise
38,Jean Willard,"January 2, 2023",4.0,My elderly mother likes  these drinks. I know it wasn’t your fault but 2 cans were busted. I knew it when the box came shipped wet.  Thanks  Have a wonderful holiday
39,R. W. Young,"October 12, 2023",3.0,It is not a good replacement for my fave Cherry Coke Zero.  That is all.
40,P,"May 10, 2023",5.0,My friends and family all disagree with me but I think that Pepsi is so much better that it’s competitor (you know who). Who doesn’t like a 24 pack. The more the merrier.
41,Sheila Clark,"April 5, 2023",4.0,I love my Pepsi zero sugar.
42,Amazon Customer,"August 25, 2023",5.0,👍
43,James,"June 2, 2023",5.0,"The Pepsi has a bubble fun factor, thanks to carbonation. When stored in the refrigerator, the cans can become chilled, and enhance the drinking experience."
44,M U Haque,"March 12, 2023",4.0,It was tasty and value for money with the price
45,Kristi Salvatierra,"August 8, 2023",5.0,I love the taste
46,Jaime,"October 4, 2023",3.0,You can’t really taste the peach flavor. But the pineapple ones from Little Caesars are great.
47,G. A SENDEROFF,"December 9, 2022",5.0,"I purchased this to try it, almost as a joke but me and my wife are definitely loving it.  We have ordered 6 cases just in case they stop making this flavor, it is that good.  If you like mango flavor, do not think twice, this item is ridiculously great even though it sounds like it does not go together - it really does!"
48,Margie H. Adams,"February 16, 2023",4.0,One was no good. Had seal broken and leaked.
49,Lars Asken,"May 22, 2023",5.0,I drink Pepsi Zero almost every day and these mini's are just the right amount for a quick drink
50,Lena Port,"August 4, 2022",5.0,I'm not a Pepsi drinker anymore it doesn't taste like you used to taste when I was coming up and now I drink Coca-Cola cuz it gives me that burp then I'm that I need that I can't get from Pepsi 7UP and Sprite gives me a good burp but nothing like a Coke can and when I can't find a Coke I will drink a Pepsi it's good but Coke is better
51,Elaine Banks,"December 30, 2022",5.0,"I can’t get enough of this flavor! The mango is not overwhelming but just enough that it compliments the Pepsi. I add some French vanilla coffee creamer and it’s absolutely delicious, like a soda float minus the thickness. I ALWAYS have this soda stocked up in my fridge."
52,Sha,"May 11, 2023",5.0,We bought these as a gift and they were very pleased to receive them.
53,Arlene Young,"March 10, 2023",5.0,I’ve always loved Pepsi! Just the right amount of sweetness and it tastes good every time. I personally like warm sodas because to me they taste really shines through
54,Kymberlyn A Reed (The Fountain Pen Diva),"October 7, 2022",5.0,"While I've cut way down on my carbonated soda intake, Mango Pepsi is my favorite guilty (not guilty) pleasure. The mango flavor is just a party to my taste buds. I bought the 12 pack and may have to stock up because Pepsi will stop making this - Boo - instead of keeping a permanent flavor."
55,Jorge Urdaneta,"November 16, 2022",5.0,This is great to control how much soda you're drinking. You don't really need to get the bigger can.Also for mixing drinks is great because you have less possibility of leaving some content in the can between drinks. You will open a new can more often. Less flat soda in your drinks.
56,Bebe Washington,"November 14, 2022",4.0,We don’t drink much soda. But this purchase was a great choice. We were surprised by the very present mango flavor.
57,Jannine E Zerres,"December 28, 2022",4.0,I want to reduce waste. Perfect size
58,Kellz,"December 29, 2022",4.0,Still the best cola to me
59,John,"January 26, 2022",5.0,"The best new flavor Pepsi has made in years! But it’s so hard to find in the Northeast. Only the regular Pepsi mango appears to be sold in stores. What is going on with the availability of P M Zero? Is it being discontinued or phased out for another flavor? Whatever the case may be, get this Pepsi mango zero while you still can!  It’s a great soda with a unique and appealing flavor."
60,Mickey 55,"February 21, 2023",5.0,Sometimes You don't need to have a big can or bott;e to keep you satisfied. This does the trick at a great price.
61,sportyrider,"July 5, 2022",5.0,Cutting down on calories but craving a soft drink? This one's for you. I've been a PEPSI lover for years but don't need the sugar and calories as I age. A couple times a week I have a small Pepsi just to remind me of the good old days when we consumed the 12oz cans like water.
62,AlbericM,"January 17, 2023",5.0,"While I'll always take Pepsi over Coke, their new flavors make the old standard more fun. Mango seems to be a good match, and it's almost a regular buy now."
63,Kiwi,"July 9, 2022",5.0,I have always loved Pepsi and wanted to try the Pepsi Mango becuz it was made by Pepsi.I must say that I was really surprised about the mango flavor!  It is not overbearing as I thought it would be.  I order this as often as I can along with regular Pepsi.Highly recommended.
64,AlohaJohn,"May 25, 2014",5.0,"This is an incredible buy for urban Amazonians and those of us in high cost-of-living areas.  As cities and states try to tax soft drinks-many having failed because of the Sugar and HFCS lobbies---we all need to start consuming less of this stuff.  Many have commented that the price per ounce is a ripoff.  But you are missing the point.  It's a 100 calorie can that is great for restricting all the sugar none of us needs.  These little packs sell in Hawaii for $3.99 or $4.99 and maybe on Sale at 2 for $6 (Matching this Amazon Price). But you have to also pay sales tax of 4.17% and Beverage Container Recycling fee of 5 cents per can in HI.  Yeah, per ounce it's more, but I'm old enough to remember Soda in Bottles that were 6-1/2 ounces that grew to 10 oz. when brands were competing in the 60s-70s, and containers continued to grow---our collective waistlines along with them.  So for me these are great, and I save on gas driving to the store because Amazon delivers these right to my door.  Aloha and Mahalo!!!"
65,EAMommy,"October 15, 2022",5.0,"I wasn't sure if this product would be good but I was pleasantly surprised. I order it on a regular basis now. If you're a diet pepsi fan, this is a nice little change from the norm. And it tastes REALLY good with rum!! HIGHLY RECOMMEND!"
66,P.retty B.oy T.actix,"March 16, 2023",5.0,ARRIVED AT MY DOOR WENT STRAIGHT TO THE FRIDGE AFTER I OPENED ONE mmmmm
67,Lana,"March 20, 2023",5.0,"If you ever will see at the any store, just grab it, very tasty!"
68,Darlene S,"January 11, 2023",5.0,"Yep, I've been a fan for years and years. I have no business drinking it but diet pepsi and Pepsi Zero both taste too sweet to me."
69,Willie V. Hughes,"June 25, 2021",5.0,"Pepsi Max aka Pepsi Zero Sugar Cola is Pepsi's best diet cola, hands down. Diet Pepsi tastes like sweet battery acid. Diet Coke tasks like bitter battery acid. But Pepsi, Zero Sugar is actually pretty good, and passable as a regular cola. The caffeine content of Pepsi, Zero Sugar is also the highest of any cola outside Jolt, so that's a nice little kick of energy right there."
70,Deb M.,"November 6, 2022",5.0,These compact cans are great as they take up little space in the fridge.  Also satisfies when you have a taste for Pepsi.  Only complaint is that price has increased (along with everything else we buy.)
71,Christine Piff,"October 22, 2022",5.0,I like the size of these cans. They are excellent for kids and people who don't drink alot of soda products. They were packaged well to ship them without any damage to the cans. I buy frequently and recommend purchasing them.
72,Maggie Razzi,"April 26, 2023",5.0,Great when in stock
73,Cynthia Medina,"March 9, 2022",4.0,"Although the taste is never affected, the cans I have always ordered in the boxes have always been dirty and sticky. I am glad I have always washed the cans and also put in a separate cup."
74,Wayne summers,"April 24, 2023",5.0,The media could not be loaded.                Always dented cans
75,Hic Svnt Dracones,"July 14, 2022",4.0,"This is the eclosest I have found to regular sugared pepsi, it isn't perfect though, still has an after taste that  drives me nuts."
76,MauraLJ,"March 12, 2022",5.0,"Perfect to pack for small person snack or if you have small amounts of room. Easy to monitor intake with kids because the size is great for the young ones. My local store wants almost a dollar more per pack, so this is where I buy mine."
77,TKT,"July 27, 2021",5.0,"Although it is extremely overpriced, I think it’s selling for $55 for a 15 pack of 12 oz cans…I will put a mango in my Diet Pepsi before paying that ludicrous amount. I’m sure it will be discontinued soon.  Do to what? Lack of customers? Anyone I talked to didn’t even know it existed, greedy sales persons?  I love it but not for $55"
78,MK.,"September 21, 2022",5.0,"My child and I drink these whenever we can order them, and they are tasty like happy juice. Definitely a sometimes treat, but wow is the mango flavor strongly blended with the Pepsi flavor."
79,Timothy Jackson,"July 2, 2022",4.0,I like the fact that they come in a mixed assortment great for company and you never know what flavor you're going to get 😉
80,Clay,"September 21, 2022",4.0,"Wish it was better priced, everything so expensive now"
81,DEBORAH TYLER,"June 6, 2022",5.0,Pepsi mango zero is awesome... yes mango is an acquired taste...not for everybody...just cause some of ya all don't like the flavor doesn't mean it's nasty...my family loves it and with zero sugar it's a win win in my household!!!
82,lplynn,"November 19, 2022",5.0,I'll take Pepsi over Coke every time.  24 cans for under $12 is a great price.
83,Barbara Smith,"April 8, 2022",5.0,Love this flavor but unable to get it in zero sugar version in my location. Was fast delivery. Tried ordering this from other suppliers but only wasted my time. This one delivered the goods. Arrived early and well packed so none was dented.
84,Joyce Aziz,"October 13, 2021",5.0,I don’t know why I thought that the taste was not going to be artificial lol but kept on seeing it on tv and decided to try it. I feel like it taste even more sugary than regular Pepsi. Must be the added ingredients for the mango taste. It’s ok though and the kids love it
85,Dennis Vanmeter,"March 28, 2022",4.0,Perfect Lil size for those who don't want a full can not a bad deal at all for delivery I will buy again
86,Theresa Gregory,"February 15, 2023",5.0,!gift SURPRISE as this loved Grandkids My
87,Winnie M Peric,"September 29, 2022",5.0,"My Son Daniel doesn't drink coffee, so he gets this, the size it just Enough 👍 Although he would LOVE to have the Cherry 🍒 Pepsi more!!!"
88,D.L.C.,"June 25, 2022",5.0,"My family and I were surprised at how good and balanced the mango flavor was. For us there was no ""diet soda"" aftertaste. Pretty sure we found our new favorite zero calorie soda."
89,Theodore R Stauffer,"July 14, 2022",5.0,Love this soda.  Hard to find in the local grocery at times. Whole family loves it. Wish it were a bit cheaper but all soda seems to be expensive these days.
90,NestT,"April 7, 2021",4.0,"It was pretty much what I expected. The initial flavor is traditional Pepsi cola then the ""splash of mango"" comes in the form of a mild aftertaste.I would have preferred two splashes but it is fine. Ergo 4 stars not five. I will probably buy again but not on the regular."
91,Peggy Yadon,"April 9, 2022",5.0,I just love the mango flavor. Just the right amount of sweetness and I love having one in the evening a few hours after supper. Zero calories but it makes me feel like I’m enjoying a dessert.
92,Vicki Hopkins,"January 3, 2023",5.0,About 2 cans damaged like size less waste being small.
93,Arleata ,"August 23, 2022",4.0,Buy often
94,Amazon Customer,"May 24, 2022",4.0,Mango is a bit strong but the Pepsi taste is still there!
95,Poetic Chaos,"July 21, 2022",4.0,It was pretty good to my surprise.
96,Placeholder,"February 22, 2022",4.0,Just regular Pepsi...was good value...but now Price Jumped...not happy about it..happening to all items I consistently buy...wacked out algorithm!!
97,bernard brantley,"June 13, 2021",4.0,"Product was to high, now but in stores for 4.00 , love to have 20oz bottles but 35 dollars is to high, when they come down I’ll buy, Pepsi 0 mango in 20 oz bottles,"
98,Kevin Bender,"March 27, 2015",5.0,"Don't believe the detractors. For some reason, the 12 oz. cans of Pepsi just taste flat after drinking from the 7.5 oz. cans. There's also a bit of a calorie discrepancy, which would lead me to believe that the mix isn't quite the same between the two, as the number of calories in the 7.5 oz. cans is equal to the number of calories in 2/3 of the 12 oz. cans if the labels are accurate. Either way, you're controlling your intake better by going with the smaller cans. It's to be expected that they're more expensive per ounce, but what food or drink isn't? Note that there are eight cans per pack of 7.5 oz. cans as opposed to the six cans in the packs of 12 oz. cans."
99,Terry J Barnes,"September 13, 2022",5.0,I like these little Mini Pepsi cans just the right size for me for a quick drink thanks Terry J Barnes
100,Jason Thomas :),"August 12, 2023",5.0,"The SodaStream® Starry® Beverage Mix is a sparkling invitation to explore new flavors and elevate your hydration game. This beverage mix offers a playful twist to your ordinary refreshments, turning every sip into a sparkling adventure.The initial allure lies in the unique and imaginative flavors. SodaStream has truly outdone themselves with the Starry® lineup, offering combinations that range from fruity to exotic. Whether you're a fan of classic flavors or looking to step out of your beverage comfort zone, there's something for everyone.The convenience of this beverage mix is undeniable. The process of creating your fizzy concoction is simple and satisfying. A few quick presses of the SodaStream machine, and you're greeted with a burst of effervescence that transforms still water into a sparkling delight. The Starry® mix dissolves seamlessly, creating a bubbly symphony that's just as enjoyable for the eyes as it is for the taste buds.I appreciate that SodaStream is mindful of varying preferences when it comes to sweetness. The Starry® Beverage Mix is available in different levels of sweetness, ensuring that you can customize your drink to match your taste. This flexibility caters to a wide range of palates, making the experience more personal.The Starry® mix does deliver on flavor, but I found that some flavors were more intense than others. This could be a pro or a con depending on your preference. It's worth experimenting with the amount of mix you use to find your perfect balance of flavor intensity.The eco-conscious will be pleased to know that SodaStream encourages a reduction in single-use plastic bottles by offering a reusable bottle alternative. By creating your own sparkling beverages at home, you're actively contributing to a more sustainable lifestyle.In summary, the SodaStream® Starry® Beverage Mix is a fun and inventive way to enhance your daily hydration routine. The variety of flavors, convenience of use, and eco-friendly approach make it a compelling choice for those seeking a unique sparkling experience. While the flavor intensity may vary, the ability to customize your drink's sweetness level ensures that there's something for everyone's taste buds.Pros:- Unique and imaginative flavor combinations- Convenient process for creating sparkling drinks- Customizable sweetness levels- Encourages sustainability with reusable bottles- Adds a playful twist to hydrationCons:- Flavor intensity may vary"
101,Catherine,"April 2, 2024",5.0,"The SodaStream® Pepsi® Zero Sugar Beverage Mix pack is a true delight for Pepsi® enthusiasts. With its convenient 440ml size and pack of 6, it allows for enjoying your favorite beverage.The taste is impeccable, delivering the classic Pepsi® flavor without any guilt thanks to the absence of sugar. Each sip is refreshingly clean and satisfying, making it the perfect choice for quenching your thirst throughout the day.The pack offers the convenience of homemade Pepsi®, which is an eco-friendly solution, reducing the need for single-use plastic bottles.Overall, I highly recommend the SodaStream® Pepsi® Zero Sugar Beverage Mix pack to anyone looking for a convenient and delicious way to enjoy their favorite beverage."
102,Max,"April 6, 2024",5.0,"Had to try this and see if it tastes like store bought.I have a sodastream terra.  I use filtered water as cold as I can get it without freezing.I like my water very fizzy.  Terra instructions say up to 5 pumps, I do 6.Syrup instructions say to fill the cap up the middle line.Tried this, I thought the flavor was a bit weak.The next time, I tried a full cap full.  Up to the line at the top of the cap.I thought this was very close to a store bought pepsi.I will be buying this again.Same for Starry.  Full cap instead of half.  I will buy again"
103,Trey,"January 6, 2024",4.0,"The SodaStream Pepsi Zero Sugar Beverage Mix offers a delightful way to enjoy your favorite Pepsi flavor with the convenience and customization of SodaStream. Each pack contains four 14.9 Fl Oz bottles, allowing you to make liters of fizzy, refreshing Pepsi Zero Sugar at home. This mix is perfect for those who are mindful about sugar intake but still crave the classic, robust taste of Pepsi. The ease of use is impressive—simply carbonate your water with SodaStream and add the Pepsi Zero Sugar mix to create a perfect, personalized soda every time. This product is ideal for parties, family gatherings, or just for keeping your fridge stocked with a healthier soda alternative. The taste is authentic, the process is fun and easy, and the result is always deliciously satisfying. Highly recommend for soda lovers looking for a convenient, sugar-free option!"
104,Ash Jade,"March 31, 2024",5.0,"Me and my sister bought this because we were spending a lot of money on soda for a family of 4. I came across this pack on Amazon. Everywhere else in the major stores that sell Sodastream products cost way much more! This pack saved us a lot of money on soda and lasted us 3 months of making liters daily. I also recommend if you use your Sodastream often, get a Brita filter pitcher to save on water. The flavors are a greta choice for dark and clear soda lovers. I usually use half way of the measure cup with 4 pumps of C02 for optimum accuracy of authentic flavor. I will say it slightly taste like diet soda but all of the Sodastream flavors taste like that unless you go online and buy the soda syrup they sell for machines you see in fast food restaurants. Theones for soda stream with real sugar are really expensive I will say after research.Overall, I reccommend this set to save money by stocking up or if you have a large family of soda lovers."
105,Holly Blackmon,"April 11, 2024",5.0,Love that I can have these at home and not be wasteful!! It is not being able to have a zero sugar soda without having to worry about buy them in a grocery order and taking up space.  These taste just fine and were received in perfect condition.
106,Sterling M. Smith,"June 5, 2023",1.0,"The first thing I noticed after mixing this according to the instructions was to grab the bottle and take a second look. I was certain I had ordered regular Pepsi -- Not Diet Pepsi.And, I was right, it didn't say ""Diet Pepsi"", yet why did it have that weird aftertaste like diet sweeteners that almost makes your eyeballs hurt?Sure enough, after I looked at the ingredients, I found the culprit:SUCRALOSE -- why, why, why?I've been to restaurants and ordered a fountain Pepsi that had the same flavor a few times. Not all the time, but every once in a while, I get one where I have to send it back. You can usually tell by the amount of foamy/fizzy -- Diet Pepsi foams *much* less than regular, which causes it to look darker in the cup.My guess is that some cheaper formula syrup is marketed by Pepsi for those places because it's just cheaper to produce with replacing some of the sugar with Sucralose -- and I'm also guessing that just enough people don't notice it or care about the artificial taste that they can get away with it.Depending on the specific drink or food, I might not notice it as much, but I can definitely taste it in Pepsi -- because I know what to expect and getting that bitter-sweet smack in the face that I get from the Sucralose makes it that much worse because I taste it with *every* sip, and cringe.I tried adding sugar and some light corn-syrup to mask the annoying Sucralose taste, but it's still there -- so that didn't mask it.I had read that adding salt to coffee will reduce the bitterness -- and that does work for coffee.But the Sucralose isn't so much a bitter taste as an acrid or ""false"" taste sensation that I can detect. Because I had bought the 4-pack and didn't want to waste it, I tried adding all of these:Torani Cinnamon SyrupLemon JuiceCherry flavoringSaltTorani Salted Caramel Syrup - (the worst, btw).Nothing worked to offset the taste.There aren't any other Pepsi-brand options  that are made for the smaller home soda-machines, unless you want to by a 3-gallon box of syrup for about $150 that is made for restaurants and way overpricedI'm almost tempted to buy it, but then what if it's the same nasty sucralose formula as this product? I'd be out $150 and have 3 gallons of syrup to dump.The bottle says ""Special Soda Stream only formula"" -- which means ""We cut corners on this to save a few bucks and cut down on the shipping weight.""This is a terrible excuse for the regular Pepsi formula. If you like Diet Pepsi, then this might work, but then you'd still have the sugar. If you don't have sensitive taste-buds, then maybe this would be okay for you.But if you don't like the nasty aftertaste of Sucralose (Splenda-brand-name), then stay away from this. There are others that might not be exactly Pepsi, but Pepsi-with-Splenda is worse than any other cola that doesn't use artificial sweeteners.So, lesson learned. I'll be checking the ingredients when I buy pre-made syrups.Don't get me wrong, I really like Pepsi with sugar and even with the high-fructose-corn-syrup. I don't like Diet Pepsi -- even though I have friends who say, ""You get used to it."" -- buy why? Why would I want to do that when  the real stuff exists for the same price?Overall, only one-star because zero-stars are not possible."
107,Public Profile Name,"April 13, 2024",5.0,"These are delicious. I think they taste better than bottled Diet Pepsi. They use a different sweetener from aspartame so if your friends won't shut up about how bad aspartame supposedly is for you because you drink diet soda non-stop, these will help you cull your exposure."
108,S. Moon,"February 10, 2024",4.0,"So I hate diet sodas because of the after taste.  I can't even drink coke zero.  When I first had this, I've only had it for two day, I did not like it.  To get over the after taste I had diet coke, which I haven't had in a long time, and knowing how bad the after taste is on diet sodas makes this tolerable.  Doing the math the price I bought this at is less than 1/4 the cost of Pepsi in the stores, it makes less waste, and I don't need to go to the store just to buy soda when I want to watch a movie.I don't make it like the directions, I add a little less syrup, I think that negates some of the after taste.  I also don't use a soda stream to make it.  I use Fizzpod because I can put the flavor in before carbonating.  I have a soda stream but the problem is when you add the syrup that takes away a ton of the fizz.  If you put in the syrup before carbonating the carbonation is stronger.  It also makes less of a mess.  Fizzpod machines have the part that goes into the soda as the lid so it can be thoroughly cleaned, don't try this on a soda stream or you need to take the whole thing apart to wash it.Overall I think it is well worth it, it's cheaper, more convenient, at ton less waste, basically saving 4 two liter bottles and a one liter bottle.  I'd give it 5 stars if it wasn't for the after taste.  I'd say maybe it is the bottle of syrup I got but I also got some Starry Lemon Lime and it has the same after taste so I don't think when I get to my next bottle of Pepsi Syrup it will be any different.I'd say if you have a Soda Stream or competitor carbonation machine it is worth a shot but I wouldn't go out and buy a machine just for this.  Most of what I drink is straight carbonated water, this is just a treat for me."
109,Cathy Johnson,"April 8, 2024",5.0,I purchased a SodaStream at my church's garage sale and tried to use it. I definitely did NOT like the taste of the drink flavors that came with it. Then I went to my niece's house and they had the Pepsi mix. I tried it and it was delicious! So I ordered some of my own and now make my own soft drink. Will be ordering again when this supply runs out.
110,Jim Mellenberger,"March 13, 2024",4.0,"I purchased an Ultima Cosa carbonating package a couple of months back, trying to cut my soda costs, and eliminate my Aspartame intake as much as possible. I initially bought SodaStream Diet Cola mix, which was pretty good, then tried this 4 pack of Diet Pepsi mix.4.5 stars, it has Diet Pepsi taste, maybe a little less carbonation than factory-made soda, but it works for me. I like the experience so far, so I expect I'll order more, maybe even subscribe after I get a baseline, which saves a few cents per bottle on orders.Good product!"
111,grush,"April 18, 2024",4.0,"Tastes good, but very expensive for what you get."
112,Ed Tisoncik,"April 9, 2024",4.0,"Very close to original, much better than Starry Zero. Pricing better than OME."
113,Amazon Customer,"March 13, 2024",4.0,"They taste good but have a harder time staying carbonated compared to ones we bought at the grocery store. I have no clue why.If you mind your drinks being more ""flat"" than usual, then you'll be left wanting. I'm fine with it but my husband won't drink them."
114,Amanda Mattocks,"April 11, 2024",5.0,I love making my diet Pepsi at home and helping to reduce plastic waste. I get the best deal here on Amazon too!
115,Steve,"April 9, 2024",5.0,It's good I like it easy to make switched cuz grocery store no longer had four for $5 2 l
116,TechnoGeek,"March 22, 2024",4.0,Slightly less flavor than you get in the companydirect sodas.  I add a splash of cherry concentrateto give added zest.
117,Steven Bressler,"March 27, 2024",4.0,Only the taste is off a little bit worth buying.  Will but again.
